Ticker,Date,Open,High,Low,Close,Adj Close,Volume
SPY,1-Dec-03,106.849998,111.519997,105.959999,111.279999,75.849228,"678,350,400"
SPY,1-Jan-04,111.739998,116.5,110.730003,113.480003,77.714249,"737,674,000"
SPY,1-Feb-04,113.699997,116.599998,112.779999,115.019997,78.768875,"676,976,900"
SPY,1-Mar-04,115.43,116.970001,108.849998,113.099998,77.45401,"1,125,003,900"
SPY,1-Apr-04,113.07,115.410004,110.900002,110.959999,76.254875,"968,620,900"
SPY,1-May-04,111.370003,113.260002,108.059998,112.860001,77.560585,"981,083,900"
SPY,1-Jun-04,112.459999,114.940002,111.870003,114.529999,78.708275,"721,880,400"
SPY,1-Jul-04,114.25,114.400002,108.209999,110.839996,76.450424,"954,619,200"
SPY,1-Aug-04,110.190002,111.629997,106.589996,111.110001,76.636665,"922,892,000"
SPY,1-Sep-04,110.949997,113.739998,110.410004,111.760002,77.084984,"790,891,900"
SPY,1-Oct-04,112.260002,114.68,109.349998,113.199997,78.403206,"1,044,071,300"
SPY,1-Nov-04,113.559998,119.139999,113.199997,117.889999,81.651566,"961,601,700"
SPY,1-Dec-04,118.160004,121.660004,117.730003,120.870003,83.963615,"909,170,200"
SPY,1-Jan-05,121.559998,121.760002,116.370003,118.160004,82.468826,"1,184,211,500"
SPY,1-Feb-05,118.25,121.669998,118.099998,120.629997,84.192726,"1,025,608,400"
SPY,1-Mar-05,120.82,123.25,116.25,117.959999,82.329254,"1,330,548,800"
SPY,1-Apr-05,118.629997,119.260002,113.550003,115.75,81.104118,"1,633,318,500"
SPY,1-May-05,116.07,120.25,114.800003,119.480003,83.717644,"1,334,647,300"
SPY,1-Jun-05,119.519997,121.940002,118.75,119.18,83.507462,"1,089,322,900"
SPY,1-Jul-05,119.449997,124.639999,118.260002,123.739998,87.05249,"1,176,306,400"
SPY,1-Aug-05,123.830002,124.739998,120.379997,122.580002,86.23642,"1,306,564,800"
SPY,1-Sep-05,122.519997,124.739998,120.440002,123.040001,86.560059,"1,287,005,000"
SPY,1-Oct-05,122.959999,123.339996,116.879997,120.129997,84.872559,"1,784,566,400"
SPY,1-Nov-05,120.580002,127.410004,120.129997,125.410004,88.602951,"1,183,732,800"
SPY,1-Dec-05,126.019997,128.089996,124.360001,124.510002,87.967079,"1,073,146,800"
SPY,1-Jan-06,125.190002,129.440002,124.389999,127.5,90.55703,"1,233,910,800"
SPY,1-Feb-06,127.82,130.039993,125.400002,128.229996,91.075539,"1,145,244,400"
SPY,1-Mar-06,128.600006,131.470001,127.18,129.830002,92.211906,"1,350,777,100"
SPY,1-Apr-06,130.070007,131.860001,128.020004,131.470001,93.748055,"1,300,327,900"
SPY,1-May-06,131.470001,132.800003,124.760002,127.510002,90.924263,"1,752,747,100"
SPY,1-Jun-06,127.379997,129.429993,122.339996,127.279999,90.760254,"2,163,829,300"
SPY,1-Jul-06,127.43,128.139999,122.389999,127.849998,91.569702,"1,691,301,400"
SPY,1-Aug-06,127.339996,131.039993,126.279999,130.639999,93.56794,"1,420,345,400"
SPY,1-Sep-06,131.139999,133.990005,129.350006,133.580002,95.673668,"1,363,687,900"
SPY,1-Oct-06,133.539993,139,132.649994,137.789993,99.123016,"1,443,344,100"
SPY,1-Nov-06,138.220001,141.160004,135.619995,140.529999,101.094139,"1,502,059,900"
SPY,1-Dec-06,140.529999,143.240005,138.970001,141.619995,101.878258,"1,212,756,800"
SPY,1-Jan-07,142.25,144.130005,140.25,143.75,103.986679,"1,330,329,900"
SPY,1-Feb-07,144.149994,146.419998,139,140.929993,101.946678,"1,494,548,900"
SPY,1-Mar-07,139.339996,143.809998,136.75,142,102.720757,"2,918,304,400"
SPY,1-Apr-07,142.160004,149.800003,141.479996,148.289993,107.69632,"1,791,289,900"
SPY,1-May-07,148.419998,153.889999,147.669998,153.320007,111.349365,"2,508,178,000"
SPY,1-Jun-07,153.880005,154.399994,148.059998,150.429993,109.250519,"3,502,885,400"
SPY,1-Jul-07,150.869995,155.529999,145.039993,145.720001,106.285995,"3,988,676,200"
SPY,1-Aug-07,145.179993,150.589996,137,147.589996,107.649925,"6,195,918,600"
SPY,1-Sep-07,147.449997,154.389999,144.330002,152.580002,111.289551,"2,967,009,200"
SPY,1-Oct-07,152.600006,157.520004,148.660004,154.649994,113.334442,"3,850,069,600"
SPY,1-Nov-07,153.289993,153.410004,140.660004,148.660004,108.944778,"5,472,709,900"
SPY,1-Dec-07,148.190002,152.889999,143.960007,146.210007,107.149254,"3,293,787,500"
SPY,1-Jan-08,146.529999,146.990005,126,137.369995,101.205254,"6,106,834,300"
SPY,1-Feb-08,137.940002,139.610001,131.729996,133.820007,98.589836,"4,151,028,600"
SPY,1-Mar-08,133.139999,135.809998,126.07,131.970001,97.226852,"5,462,121,800"
SPY,1-Apr-08,133.610001,140.589996,132.330002,138.259995,102.365181,"4,014,652,600"
SPY,1-May-08,138.380005,144.300003,137.520004,140.350006,103.912613,"3,646,997,000"
SPY,1-Jun-08,139.830002,140.889999,127.040001,127.980003,94.754105,"5,408,930,000"
SPY,1-Jul-08,126.519997,129.160004,120.019997,126.830002,94.372337,"7,156,206,800"
SPY,1-Aug-08,127.120003,131.509995,124.760002,128.789993,95.830711,"4,344,355,500"
SPY,1-Sep-08,130.029999,130.710007,110.529999,115.989998,86.306427,"8,105,188,900"
SPY,1-Oct-08,115.269997,116.690002,83.580002,96.830002,72.46682,"11,882,000,000"
SPY,1-Nov-08,96.779999,100.860001,74.339996,90.089996,67.422638,"8,762,237,000"
SPY,1-Dec-08,87.510002,92.43,81.860001,90.239998,67.534897,"6,919,927,700"
SPY,1-Jan-09,90.440002,94.449997,80.050003,82.830002,62.492542,"6,872,039,400"
SPY,1-Feb-09,81.57,87.739998,73.809998,73.93,55.777775,"7,275,092,500"
SPY,1-Mar-09,72.519997,83.300003,67.099998,79.519997,59.995251,"8,813,959,700"
SPY,1-Apr-09,78.529999,89.019997,78.330002,87.419998,66.427589,"6,023,006,600"
SPY,1-May-09,87.440002,93.699997,86.720001,92.529999,70.310562,"5,195,735,600"
SPY,1-Jun-09,93.669998,96.110001,88.849998,91.949997,69.869827,"5,054,855,000"
SPY,1-Jul-09,92.339996,99.830002,87,98.809998,75.506615,"4,295,844,600"
SPY,1-Aug-09,99.849998,104.349998,98.110001,102.459999,78.295853,"3,957,574,800"
SPY,1-Sep-09,101.949997,108.059998,99.57,105.589996,80.687637,"3,777,956,700"
SPY,1-Oct-09,103,110.309998,101.989998,103.559998,79.513344,"4,481,700,800"
SPY,1-Nov-09,104.129997,111.739998,103.080002,109.940002,84.411888,"3,430,866,200"
SPY,1-Dec-09,110.919998,113.029999,109.019997,111.440002,85.563599,"2,883,885,800"
SPY,1-Jan-10,112.370003,115.139999,107.220001,107.389999,82.897896,"3,706,842,300"
SPY,1-Feb-10,108.150002,111.580002,104.580002,110.739998,85.483902,"4,451,912,400"
SPY,1-Mar-10,111.199997,118.169998,111.169998,117,90.3162,"3,899,688,500"
SPY,1-Apr-10,117.800003,122.120003,117.099998,118.809998,92.091057,"3,887,089,700"
SPY,1-May-10,119.379997,120.68,104.379997,109.370003,84.773987,"7,413,878,800"
SPY,1-Jun-10,108.349998,113.199997,102.879997,103.220001,80.007057,"5,706,059,600"
SPY,1-Jul-10,103.150002,112.290001,101.129997,110.269997,85.878235,"4,725,402,000"
SPY,1-Aug-10,111.989998,113.18,104.290001,105.309998,82.015404,"4,541,971,600"
SPY,1-Sep-10,106.730003,115.790001,106.660004,114.129997,88.884445,"4,035,642,500"
SPY,1-Oct-10,114.989998,119.760002,113.18,118.489998,92.774033,"3,767,490,800"
SPY,1-Nov-10,119.07,122.949997,117.589996,118.489998,92.774033,"3,983,708,900"
SPY,1-Dec-10,120.199997,126.199997,120.190002,125.75,98.458359,"2,722,749,900"
SPY,1-Jan-11,126.709999,130.350006,125.699997,128.679993,101.282356,"2,860,314,700"
SPY,1-Feb-11,129.460007,134.690002,129.380005,133.149994,104.800629,"2,820,073,500"
SPY,1-Mar-11,133.570007,133.690002,125.279999,132.589996,104.359848,"4,787,459,400"
SPY,1-Apr-11,133.410004,136.570007,129.509995,136.429993,107.848717,"2,812,718,500"
SPY,1-May-11,137.070007,137.179993,131.380005,134.899994,106.639252,"3,337,607,300"
SPY,1-Jun-11,134.509995,134.919998,126.190002,131.970001,104.323067,"4,710,433,400"
SPY,1-Jul-11,132.089996,135.699997,127.970001,129.330002,102.743065,"3,840,768,000"
SPY,1-Aug-11,130.839996,130.960007,110.269997,122.220001,97.09465,"9,050,451,800"
SPY,1-Sep-11,122.290001,123.400002,111.300003,113.150002,89.889206,"6,188,283,200"
SPY,1-Oct-11,112.489998,129.419998,107.43,125.5,100.216194,"5,721,102,000"
SPY,1-Nov-11,122.029999,128.020004,116.199997,124.989998,99.808929,"5,013,586,000"
SPY,1-Dec-11,124.849998,127.260002,120.029999,125.5,100.216194,"3,848,636,100"
SPY,1-Jan-12,127.760002,133.399994,126.43,131.320007,105.528717,"2,883,821,400"
SPY,1-Feb-12,132.289993,138.190002,132.130005,137.020004,110.109238,"2,894,582,000"
SPY,1-Mar-12,137.309998,141.830002,134.360001,140.809998,113.15493,"3,057,516,200"
SPY,1-Apr-12,140.639999,142.210007,135.759995,139.869995,112.892082,"3,035,644,100"
SPY,1-May-12,139.789993,141.660004,129.550003,131.470001,106.112267,"4,004,156,100"
SPY,1-Jun-12,129.410004,136.270004,127.139999,136.100006,109.849236,"3,644,886,200"
SPY,1-Jul-12,136.479996,139.339996,132.600006,137.710007,111.724594,"2,864,743,300"
SPY,1-Aug-12,138.699997,143.089996,135.580002,141.160004,114.523643,"2,413,590,900"
SPY,1-Sep-12,141.039993,148.110001,140.130005,143.970001,116.803398,"2,391,233,500"
SPY,1-Oct-12,144.520004,147.160004,140.389999,141.350006,115.28994,"2,719,915,500"
SPY,1-Nov-12,141.649994,143.720001,134.699997,142.149994,115.942406,"3,032,769,100"
SPY,1-Dec-12,142.800003,145.580002,139.539993,142.410004,116.154488,"2,889,875,900"
SPY,1-Jan-13,145.110001,150.940002,144.729996,149.699997,122.966454,"2,587,140,200"
SPY,1-Feb-13,150.649994,153.279999,148.729996,151.610001,124.535385,"2,581,459,300"
SPY,1-Mar-13,151.089996,156.850006,150.410004,156.669998,128.691757,"2,330,972,300"
SPY,1-Apr-13,156.589996,159.720001,153.550003,159.679993,131.747574,"2,907,035,000"
SPY,1-May-13,159.330002,169.070007,158.100006,163.449997,134.858063,"2,781,596,000"
SPY,1-Jun-13,163.830002,165.990005,155.729996,160.419998,132.35817,"3,533,321,800"
SPY,1-Jul-13,161.259995,169.860001,160.220001,168.710007,139.934509,"2,330,904,500"
SPY,1-Aug-13,169.990005,170.970001,163.050003,163.649994,135.737564,"2,283,131,700"
SPY,1-Sep-13,165.229996,173.600006,163.699997,168.009995,139.353928,"2,226,749,600"
SPY,1-Oct-13,168.139999,177.509995,164.529999,175.789993,146.517685,"2,901,739,000"
SPY,1-Nov-13,176.020004,181.75,174.759995,181,150.860123,"1,930,952,900"
SPY,1-Dec-13,181.089996,184.690002,177.320007,184.690002,153.935684,"2,232,775,900"
SPY,1-Jan-14,183.979996,184.940002,176.880005,178.179993,149.315994,"2,530,650,900"
SPY,1-Feb-14,177.970001,187.149994,173.710007,186.289993,156.112198,"2,394,184,600"
SPY,1-Mar-14,184.649994,189.020004,183.75,187.009995,156.71553,"2,554,084,300"
SPY,1-Apr-14,187.619995,189.699997,181.309998,188.309998,158.50145,"2,345,902,000"
SPY,1-May-14,188.220001,192.800003,186.009995,192.679993,162.179657,"1,781,093,800"
SPY,1-Jun-14,192.949997,196.600006,191.970001,195.720001,164.738525,"1,675,047,300"
SPY,1-Jul-14,196.199997,199.059998,192.970001,193.089996,163.303558,"1,893,710,200"
SPY,1-Aug-14,192.559998,200.820007,190.550003,200.710007,169.748093,"1,829,885,000"
SPY,1-Sep-14,200.970001,201.899994,196.050003,197.020004,166.627335,"2,106,462,700"
SPY,1-Oct-14,196.699997,201.820007,181.919998,201.660004,171.348831,"3,943,068,000"
SPY,1-Nov-14,201.919998,207.869995,200.059998,207.199997,176.056076,"1,571,091,800"
SPY,1-Dec-14,206.399994,212.970001,197.860001,205.539993,174.645584,"3,045,171,000"
SPY,1-Jan-15,206.380005,206.880005,198.550003,199.449997,170.406326,"3,183,506,000"
SPY,1-Feb-15,200.050003,212.240005,197.860001,210.660004,179.983932,"1,901,638,100"
SPY,1-Mar-15,210.779999,212.059998,204.119995,206.429993,176.369919,"2,749,923,000"
SPY,1-Apr-15,206.389999,212.479996,204.509995,208.460007,178.899338,"2,036,685,200"
SPY,1-May-15,209.399994,213.779999,206.759995,211.139999,181.199295,"1,892,519,900"
SPY,1-Jun-15,211.940002,213.339996,205.279999,205.850006,176.659439,"2,535,242,600"
SPY,1-Jul-15,207.729996,213.179993,204.110001,210.5,181.528748,"2,452,758,000"
SPY,1-Aug-15,210.460007,211.309998,182.399994,197.669998,170.464569,"3,734,926,900"
SPY,1-Sep-15,193.119995,202.889999,186.929993,191.630005,165.255798,"3,279,512,900"
SPY,1-Oct-15,192.080002,209.440002,189.119995,207.929993,180.24469,"2,536,184,400"
SPY,1-Nov-15,208.320007,211.660004,202.179993,208.690002,180.903503,"1,924,512,800"
SPY,1-Dec-15,209.440002,211,199.830002,203.869995,176.725266,"2,924,882,300"
SPY,1-Jan-16,200.490005,201.899994,181.020004,193.720001,168.926132,"3,712,950,900"
SPY,1-Feb-16,192.529999,196.679993,181.089996,193.559998,168.786575,"2,920,730,800"
SPY,1-Mar-16,195.009995,206.869995,194.449997,205.520004,179.21582,"2,323,306,500"
SPY,1-Apr-16,204.350006,210.919998,203.089996,206.330002,180.850159,"1,910,635,600"
SPY,1-May-16,206.919998,210.690002,202.779999,209.839996,183.926712,"1,828,530,900"
SPY,1-Jun-16,209.119995,212.520004,198.649994,209.479996,183.61113,"2,612,406,900"
SPY,1-Jul-16,209.479996,217.539993,207.059998,217.119995,191.297363,"1,648,453,700"
SPY,1-Aug-16,217.190002,219.600006,214.25,217.380005,191.526443,"1,519,703,200"
SPY,1-Sep-16,217.369995,219.220001,212.309998,216.300003,190.574905,"2,292,393,000"
SPY,1-Oct-16,215.820007,216.699997,211.210007,212.550003,188.216873,"1,725,687,400"
SPY,1-Nov-16,212.929993,221.820007,208.380005,220.380005,195.150497,"2,073,824,400"
SPY,1-Dec-16,220.729996,228.339996,219.149994,223.529999,197.939835,"1,821,910,200"
SPY,1-Jan-17,225.039993,229.710007,223.880005,227.529999,202.669449,"1,482,408,500"
SPY,1-Feb-17,227.529999,237.309998,226.820007,236.470001,210.63269,"1,365,136,600"
SPY,1-Mar-17,238.389999,240.320007,231.610001,235.740005,209.982437,"1,921,474,100"
SPY,1-Apr-17,235.800003,239.529999,232.509995,238.080002,212.989349,"1,549,613,700"
SPY,1-May-17,238.679993,242.080002,235.429993,241.440002,215.995224,"1,492,547,000"
SPY,1-Jun-17,241.970001,245.009995,239.960007,241.800003,216.317291,"1,572,753,000"
SPY,1-Jul-17,242.880005,248,240.339996,246.770004,221.840118,"1,055,908,800"
SPY,1-Aug-17,247.460007,248.910004,241.830002,247.490005,222.48735,"1,557,031,500"
SPY,1-Sep-17,247.919998,251.320007,244.949997,251.229996,225.849518,"1,286,405,100"
SPY,1-Oct-17,251.490005,257.890015,251.289993,257.149994,232.31868,"1,320,624,600"
SPY,1-Nov-17,258.040009,266.049988,255.630005,265.01001,239.419785,"1,365,620,900"
SPY,1-Dec-17,264.76001,268.600006,260.76001,266.859985,241.091049,"1,715,222,900"
SPY,1-Jan-18,267.839996,286.630005,267.399994,281.899994,255.98056,"1,985,506,700"
SPY,1-Feb-18,281.070007,283.059998,252.919998,271.649994,246.673035,"2,923,722,000"
SPY,1-Mar-18,271.410004,280.410004,257.829987,263.149994,238.954498,"2,323,561,800"
SPY,1-Apr-18,262.549988,271.299988,254.669998,264.51001,241.151474,"1,998,466,500"
SPY,1-May-18,263.869995,274.25,259.049988,270.940002,247.013596,"1,606,397,200"
SPY,1-Jun-18,272.410004,279.480011,268.48999,271.279999,247.323608,"1,599,001,000"
SPY,1-Jul-18,269.51001,284.369995,269.23999,281.329987,257.637756,"1,266,892,500"
SPY,1-Aug-18,281.559998,291.73999,279.160004,290.309998,265.861511,"1,308,443,700"
SPY,1-Sep-18,289.839996,293.940002,286.709991,290.720001,266.237061,"1,228,103,300"
SPY,1-Oct-18,292.109985,293.209991,259.850006,270.630005,248.960876,"3,024,345,800"
SPY,1-Nov-18,271.600006,281.220001,263.070007,275.649994,253.578888,"2,021,061,200"
SPY,1-Dec-18,280.279999,280.399994,233.759995,249.919998,229.909027,"3,102,780,500"
SPY,1-Jan-19,245.979996,270.470001,243.669998,269.929993,249.766968,"2,048,691,700"
SPY,1-Feb-19,270.149994,281.309998,267.829987,278.679993,257.863342,"1,371,716,300"
SPY,1-Mar-19,280.440002,285.179993,272.420013,282.480011,261.379547,"1,678,081,300"
SPY,1-Apr-19,284.700012,294.450012,284.399994,294.019989,273.25589,"1,209,204,700"
SPY,1-May-19,294.720001,294.950012,275.23999,275.269989,255.830002,"1,845,593,200"
SPY,1-Jun-19,275.309998,296.309998,273.089996,293,272.307861,"1,340,435,600"
SPY,1-Jul-19,296.679993,302.230011,294.329987,297.429993,277.76947,"1,110,102,300"
SPY,1-Aug-19,297.600006,300.869995,281.720001,292.450012,273.118622,"2,034,004,800"
SPY,1-Sep-19,290.570007,302.630005,289.269989,296.769989,277.153107,"1,303,830,000"
SPY,1-Oct-19,297.73999,304.549988,284.820007,303.329987,284.587677,"1,386,748,300"
SPY,1-Nov-19,304.920013,315.480011,304.73999,314.309998,294.889252,"1,037,123,500"
SPY,1-Dec-19,314.589996,323.799988,307.130005,321.859985,301.972687,"1,285,175,800"
SPY,1-Jan-20,323.540009,332.950012,320.359985,321.730011,303.334778,"1,392,003,800"
SPY,1-Feb-20,323.350006,339.079987,285.540009,296.26001,279.321045,"2,110,214,900"
SPY,1-Mar-20,298.209991,313.839996,218.259995,257.75,243.012909,"5,926,017,600"
SPY,1-Apr-20,247.979996,294.880005,243.899994,290.480011,275.481995,"2,819,312,300"
SPY,1-May-20,285.309998,306.839996,272.98999,304.320007,288.607361,"1,910,460,500"
SPY,1-Jun-20,303.619995,323.410004,296.73999,308.359985,292.438782,"2,358,674,500"
SPY,1-Jul-20,309.570007,327.230011,309.070007,326.519989,311.023865,"1,505,145,300"
SPY,1-Aug-20,328.320007,351.299988,327.730011,349.309998,332.73233,"1,045,563,300"
SPY,1-Sep-20,350.209991,358.75,319.799988,334.890015,318.996704,"1,814,712,700"
SPY,1-Oct-20,337.690002,354.019989,322.600006,326.540009,312.288086,"1,629,016,100"
SPY,1-Nov-20,330.200012,364.380005,327.23999,362.059998,346.257721,"1,535,244,300"
SPY,1-Dec-20,365.570007,378.459991,362.029999,373.880005,357.561829,"1,344,541,500"
SPY,1-Jan-21,375.309998,385.850006,364.820007,370.070007,355.426819,"1,402,265,400"
SPY,1-Feb-21,373.720001,394.170013,370.380005,380.359985,365.309601,"1,307,806,200"
SPY,1-Mar-21,385.589996,398.119995,371.880005,396.329987,380.647644,"2,401,715,800"
SPY,1-Apr-21,398.399994,420.720001,398.179993,417.299988,402.100586,"1,462,106,600"
SPY,1-May-21,419.429993,422.820007,404,420.040009,404.740875,"1,547,235,900"
SPY,1-Jun-21,422.570007,428.779999,414.700012,428.059998,412.468658,"1,282,152,400"
SPY,1-Jul-21,428.869995,441.799988,421.970001,438.51001,423.92041,"1,422,104,700"
SPY,1-Aug-21,440.339996,453.070007,436.100006,451.559998,436.536255,"1,254,001,400"
SPY,1-Sep-21,452.559998,454.049988,428.779999,429.140015,414.862152,"1,745,559,600"
SPY,1-Oct-21,430.980011,459.559998,426.359985,459.25,445.392761,"1,508,665,200"
SPY,1-Nov-21,460.299988,473.540009,455.299988,455.559998,441.814056,"1,335,351,500"
SPY,1-Dec-21,461.640015,479,448.920013,474.959991,460.628693,"1,927,433,900"
SPY,1-Jan-22,476.299988,479.980011,420.76001,449.910004,437.867523,"2,485,167,800"
SPY,1-Feb-22,450.679993,458.119995,410.640015,436.630005,424.942932,"2,297,975,100"
SPY,1-Mar-22,435.040009,462.070007,415.119995,451.640015,439.551208,"2,380,929,500"
SPY,1-Apr-22,453.309998,457.829987,411.209991,412,402.217896,"1,856,757,400"
SPY,1-May-22,412.070007,429.660004,380.540009,412.929993,403.125763,"2,418,478,100"
SPY,1-Jun-22,415.170013,417.440002,362.170013,377.25,368.292938,"1,958,611,900"
SPY,1-Jul-22,376.559998,413.029999,371.040009,411.98999,403.945526,"1,437,748,400"
SPY,1-Aug-22,409.149994,431.730011,395.040009,395.179993,387.463776,"1,443,394,400"
SPY,1-Sep-22,392.890015,411.730011,357.040009,357.179993,350.20575,"1,998,908,600"
SPY,1-Oct-22,361.079987,389.519989,348.109985,386.209991,380.224365,"2,024,732,000"
SPY,1-Nov-22,390.140015,407.679993,368.790009,407.679993,401.361694,"1,745,985,300"
SPY,1-Dec-22,408.769989,410.48999,374.769989,382.429993,376.502991,"1,735,973,600"
SPY,1-Jan-23,384.369995,408.160004,377.829987,406.480011,402.017914,"1,575,450,100"
SPY,1-Feb-23,405.209991,418.309998,393.640015,396.26001,391.910095,"1,603,094,700"
SPY,1-Mar-23,395.410004,409.700012,380.649994,409.390015,404.895966,"2,515,995,800"
SPY,1-Apr-23,408.850006,415.940002,403.779999,415.929993,412.934113,"1,395,683,000"
SPY,1-May-23,415.470001,422.579987,403.73999,417.850006,414.840332,"1,780,705,600"
SPY,1-Jun-23,418.089996,444.299988,416.790009,443.279999,440.087158,"1,749,755,000"
SPY,1-Jul-23,442.920013,459.440002,437.059998,457.790009,456.180908,"1,374,632,400"
SPY,1-Aug-23,456.269989,457.25,433.01001,450.350006,448.767059,"1,754,764,700"
SPY,1-Sep-23,453.170013,453.670013,422.290009,427.480011,425.977448,"1,588,673,200"
SPY,1-Oct-23,426.619995,438.140015,409.209991,418.200012,418.200012,"1,999,149,700"
SPY,1-Nov-23,419.200012,458.320007,418.649994,456.399994,456.399994,"1,499,893,900"
DIA,1-Jan-00,116.03125,117.5,107,109.5,64.866875,"28,820,600"
DIA,1-Feb-00,109.5625,111.1875,98.1875,101.5625,60.204384,"29,949,700"
DIA,1-Mar-00,101.78125,112.46875,96.84375,109.4375,64.952507,"46,476,800"
DIA,1-Apr-00,109.3125,114.53125,101.515625,107.5625,63.934288,"53,050,400"
DIA,1-May-00,107.96875,109.78125,102.53125,105.3125,62.623299,"24,687,100"
DIA,1-Jun-00,105.984375,108.96875,103.34375,104.375,62.163647,"18,447,600"
DIA,1-Jul-00,104.75,109.09375,104.0625,105,62.569836,"11,819,200"
DIA,1-Aug-00,105.53125,113.328125,105.046875,112.46875,67.115257,"16,905,200"
DIA,1-Sep-00,112.9375,114.09375,105.53125,106.625,63.698116,"17,979,400"
DIA,1-Oct-00,106.984375,109.921875,96.75,109.40625,65.443153,"36,970,200"
DIA,1-Nov-00,109.15625,110.21875,102.875,104.40625,62.534019,"33,243,800"
DIA,1-Dec-00,104.9375,109.4375,102.78125,106.78125,64.038155,"33,080,400"
DIA,1-Jan-01,107.1875,112.5,104.59375,108.669998,65.24366,"31,657,100"
DIA,1-Feb-01,108.720001,110.480003,103,105,63.110596,"33,091,000"
DIA,1-Mar-01,104.449997,108.779999,91,99.139999,59.678471,"108,126,700"
DIA,1-Apr-01,98.400002,109.120003,93.760002,107.220001,64.639565,"90,396,900"
DIA,1-May-01,107.449997,113.639999,106.769997,109.080002,65.813065,"78,474,900"
